"시설번호","지역코드","시설일련번호","시도명","시군구명","수용시설명","법정동코드","행정동코드","상세주소","시설면적","경도","위도","X좌표","Y좌표"
"49","1162000000","127","서울특별시","관악구","인헌어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 196-240","469","126.962581","37.475399","196690.121142","541774.372508"
"50","1162000000","128","서울특별시","관악구","색동어린이공원","1162010200","1162069500","서울특별시 관악구 신림로70길 74(신림동)","952","126.932709","37.486454","194048.707564","543002.837210"
"51","1162000000","129","서울특별시","관악구","난곡어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1563-56","632","126.915275","37.474117","192505.555844","541634.862159"
"52","1162000000","130","서울특별시","관악구","난우어린이공원","1162010200","1162076500","서울특별시 관악구 난곡로61길 1(신림동)","470","126.914084","37.480233","192400.832802","542313.689561"
"53","1123000000","75","서울특별시","동대문구","용두희망어린이공원","1123010200","1123051000","서울특별시 동대문구 용두동 716-1","529","127.026443","37.580078","202335.766178","553392.109208"
"54","1165000000","84","서울특별시","서초구","서울지방조달청 테니스장","1165010700","1165058100","서울특별시 서초구 반포대로 217(반포동)","1184","127.002453","37.499301","200216.866479","544426.499516"
"55","1162000000","139","서울특별시","관악구","사우촌어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1555-1","339","126.934174","37.467563","194176.763167","540906.066688"
"56","1162000000","140","서울특별시","관악구","태양어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1542-1","345","126.936486","37.468497","194381.366853","541009.650336"
"57","1162000000","136","서울특별시","관악구","무궁화어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 645-1","660","126.923566","37.469681","193238.518946","541141.865737"
"58","1165000000","83","서울특별시","서초구","누에소공원","1165010600","1165054000","서울특별시 서초구 잠원동 160-3","1720","127.008449","37.509230","200746.991565","545528.612005"
"59","1135000000","110","서울특별시","노원구","불암초등학교","1135010600","1135061900","서울특별시 노원구 중계로 178(중계동)","11351","127.080400","37.651000","207095.065284","561266.426024"
"60","1135000000","111","서울특별시","노원구","영신여자고등학교","1135010600","1135061900","서울특별시 노원구 중계로16나길 13(중계동)","14886","127.082900","37.652200","207315.565308","561399.805980"
"61","1165000000","86","서울특별시","서초구","파리15구공원","1165010700","1165054000","서울특별시 서초구 반포동 68-2","708","126.999165","37.499517","199926.134552","544450.475396"
"62","1162000000","123","서울특별시","관악구","으뜸어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 1731","3232","126.941040","37.478485","194784.954082","542117.903823"
"63","1162000000","125","서울특별시","관악구","탑골어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 1510","492","126.961103","37.474456","196559.351331","541669.765848"
"64","1162000000","135","서울특별시","관악구","남강어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1678-12","774","126.924641","37.473513","193334.005081","541567.061422"
"65","1162000000","138","서울특별시","관악구","목화어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1716-1","388","126.942301","37.467912","194895.739602","540944.344252"
"66","1162000000","133","서울특별시","관악구","약수어린이공원","1162010200","1162064000","서울특별시 관악구 신림동 1685","533","126.912470","37.473186","192257.318936","541531.712900"
"67","1162000000","124","서울특별시","관악구","청룡어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 1557-34","852","126.944790","37.477672","195116.567706","542027.458251"
"68","1171000000","106","서울특별시","송파구","해누리이음학교","1171010700","1171063100","서울특별시 송파구 송파대로37길 95(가락동)","2303","127.102147","37.498424","209032.541650","544334.129668"
"69","1165000000","85","서울특별시","서초구","미도어린이공원","1165010700","1165054000","서울특별시 서초구 반포동 53-1","988","127.010758","37.501711","200951.238665","544694.048792"
"70","1162000000","118","서울특별시","관악구","국사봉어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 1511-5","412","126.934107","37.489989","194172.572964","543395.095458"
"71","1165000000","79","서울특별시","서초구","서울교육대학교 부설초등학교 운동장","1165010800","1165051000","서울특별시 서초구 서초중앙로 96(서초동)","2254","127.016948","37.490249","201498.861294","543422.036722"
"72","1174000000","122","서울특별시","강동구","강일초등학교운동장","1174011000","1174051500","서울특별시 강동구 아리수로98길 24(강일동)","4044","127.177318","37.564978","215665.840031","551730.656966"
"73","1162000000","122","서울특별시","관악구","용담어린이공원","1162010100","1162051000","서울특별시 관악구 봉천동 850-8","646","126.943580","37.475512","195009.426023","541787.731162"
"74","1130500000","16","서울특별시","강북구","논골어린이공원","1130510200","1130559000","서울특별시 강북구 덕릉로41길 92(번동)","845","127.028046","37.638382","202475.396118","559863.338880"
"75","1129000000","56","서울특별시","성북구","서울대학교 사범대학 부설 중학교 운동장","1129013500","1129070500","서울특별시 성북구 월곡로 36(종암동)","18452","127.038968","37.595804","203441.318094","555137.887783"
"76","1129000000","57","서울특별시","성북구","서울대학교 사범대학 부설 고등학교 운동장","1129013500","1129070500","서울특별시 성북구 월곡로 6(종암동)","12736","127.037811","37.592727","203339.285203","554796.358518"
"77","1171000000","2","서울특별시","송파구","올림픽공원","1171011100","1171056600","서울특별시 송파구 올림픽로 424(방이동)","37270","127.116061","37.521353","210259.819426","546880.345808"
"78","1171000000","6","서울특별시","송파구","오금공원","1171011200","1171057000","서울특별시 송파구 오금로 363(오금동)","219167","127.131637","37.500811","211639.899680","544602.325017"
"79","1126000000","12","서울특별시","중랑구","중곡초등학교운동장","1126010100","1126054000","서울특별시 중랑구 면목로23길 20(면목동)","4900","127.083592","37.574329","207384.355712","552757.006915"
"80","1126000000","13","서울특별시","중랑구","면남초등학교운동장","1126010100","1126057000","서울특별시 중랑구 면목로30나길 38(면목동)","3515","127.087957","37.577507","207769.629515","553110.104987"
"81","1126000000","14","서울특별시","중랑구","상봉중학교운동장","1126010200","1126058000","서울특별시 중랑구 상봉중앙로8나길 28(상봉동)","4404","127.090500","37.601147","207991.728179","555734.062316"
"82","1126000000","16","서울특별시","중랑구","신묵초등학교운동장","1126010400","1126063000","서울특별시 중랑구 묵동 246-12","6481","127.075480","37.607418","206664.817094","556428.918956"
"83","1129000000","65","서울특별시","성북구","개운산 공원","1129010300","1129053000","서울특별시 성북구 돈암동 산6-23","6999","127.025277","37.596533","202232.211103","555218.405102"
"84","1129000000","67","서울특별시","성북구","월곡인조잔디구장","1129013600","1129072500","서울특별시 성북구 화랑로13길 144(하월곡동)","17309","127.042328","37.608664","203737.422787","556565.360602"
"85","1129000000","68","서울특별시","성북구","서경대학교 운동장","1129013300","1129065000","서울특별시 성북구 서경로 124(정릉동)","8650","127.012085","37.615409","201066.977371","557313.225494"
"86","1126000000","20","서울특별시","중랑구","중화초등학교운동장","1126010600","1126069000","서울특별시 중랑구 신내로7가길 22(신내동)","4170","127.094908","37.602932","208380.728440","555932.526212"
"87","1126000000","4","서울특별시","중랑구","용마중학교운동장","1126010100","1126054000","서울특별시 중랑구 면목로28길 18(면목동)","2702","127.085984","37.574051","207595.642339","552726.394955"
"88","1129000000","62","서울특별시","성북구","종암 5-1 어린이 공원","1129013500","1129069000","서울특별시 성북구 종암동 134-3","1965","127.036630","37.599639","203234.745175","555563.478361"
"89","1129000000","58","서울특별시","성북구","홍익대학교 사범대학 부속 중-고등학교 운동장","1129010100","1129052500","서울특별시 성북구 성북로14가길 23(성북동)","9518","127.003655","37.594074","200322.806159","554945.159944"
"90","1126000000","10","서울특별시","중랑구","면목중학교운동장","1126010100","1126057500","서울특별시 중랑구 용마산로70길 37(면목동)","4197","127.095754","37.582888","208457.722560","553707.986450"
"91","1154500000","71","서울특별시","금천구","독산근린공원","1154510200","1154561000","서울특별시 금천구 범안로 1096(독산동)","19100","126.884700","37.463100","189799.529512","540414.961737"
"92","1154500000","72","서울특별시","금천구","해태공원","1154510300","1154566000","서울특별시 금천구 시흥동 871-24","962","126.901800","37.457800","191311.735878","539825.019750"
"93","1154500000","73","서울특별시","금천구","진달래공원","1154510300","1154566000","서울특별시 금천구 시흥동 970-3","298","126.904900","37.434800","191583.432901","537272.058854"
"94","1154500000","74","서울특별시","금천구","비둘기공원","1154510300","1154566000","서울특별시 금천구 시흥동 947-4","298","126.906200","37.441500","191699.225942","538015.549173"
"95","1154500000","75","서울특별시","금천구","꾸러기공원","1154510300","1154566000","서울특별시 금천구 시흥동 943-16","165","126.905900","37.443200","191672.866010","538204.251823"
"96","1130500000","72","서울특별시","강북구","벌리어린이공원","1130510200","1130559000","서울특별시 강북구 번동 240","4083.5","127.044429","37.627576","203921.949862","558664.493916"
"97","1130500000","76","서울특별시","강북구","송월어린이공원","1130510100","1130553100","서울특별시 강북구 미아동 89-6","807","127.032134","37.616101","202837.100334","557390.484076"
"98","1130500000","69","서울특별시","강북구","우이초등학교 운동장","1130510300","1130566000","서울특별시 강북구 삼양로99길 36(수유동)","1105","127.014358","37.638359","201267.237748","559860.445767"
"99","1129000000","63","서울특별시","성북구","동망봉 어린이 공원","1129013200","1129061000","서울특별시 성북구 보문사길 30(보문동3가)","1355","127.016993","37.583682","201500.958333","553791.902038"
"100","1130500000","66","서울특별시","강북구","서울인수초등학교운동장","1130510300","1130566000","서울특별시 강북구 인수봉로 269(수유동)","1562","127.010237","37.642679","200903.470596","560339.859411"
"101","1130500000","68","서울특별시","강북구","삼양초등학교 운동장","1130510100","1130553400","서울특별시 강북구 삼양로49길 17(미아동)","3315","127.016787","37.623429","201481.939286","558203.460000"
"102","1154500000","70","서울특별시","금천구","도하공원","1154510200","1154561000","서울특별시 금천구 독산동 1149","3155","126.895300","37.458700","190736.757961","539925.526710"
"103","1130500000","15","서울특별시","강북구","번남어린이공원","1130510200","1130559500","서울특별시 강북구 오패산로77길 41(번동)","1003","127.024930","37.635793","202200.407398","559575.893701"
"104","1130500000","26","서울특별시","강북구","강북중학교운동장","1130510300","1130563000","서울특별시 강북구 한천로150길 67(수유동)","3312","127.025972","37.644769","202292.142448","560572.107689"
"105","1130500000","27","서울특별시","강북구","솔밭(근린)공원","1130510400","1130564500","서울특별시 강북구 삼양로 561(우이동)","37911","127.012177","37.652119","201074.591792","561387.604499"
"106","1130500000","19","서울특별시","강북구","번동중학교운동장","1130510200","1130560000","서울특별시 강북구 오현로35길 87(번동)","4356","127.036848","37.632117","203252.550465","559168.171608"
"107","1126000000","15","서울특별시","중랑구","중화고등학교운동장","1126010300","1126060000","서울특별시 중랑구 봉화산로27길 62(중화동)","502","127.082774","37.604472","207309.110301","556102.511081"
"108","1130500000","7","서울특별시","강북구","화계초등학교운동장","1130510100","1130554500","서울특별시 강북구 솔매로50가길 25(미아동)","2135","127.029156","37.623864","202573.871131","558251.980068"
"109","1130500000","28","서울특별시","강북구","강북구견인차량보관소(우이동 교통광장)","1130510400","1130564500","서울특별시 강북구 우이동 산99-2","2395","127.012734","37.663538","201123.519673","562655.067909"
"110","1171000000","7","서울특별시","송파구","천마공원","1171011400","1171055000","서울특별시 송파구 성내천로35길 53(마천동)","7311","127.160241","37.500189","214169.351385","544537.172071"
"111","1130500000","14","서울특별시","강북구","수송중학교운동장","1130510200","1130559500","서울특별시 강북구 한천로122길 21(번동)","4071","127.033321","37.636268","202941.040981","559628.819625"
"112","1126000000","3","서울특별시","중랑구","중랑초등학교운동장","1126010100","1126052000","서울특별시 중랑구 봉우재로6길 26(면목동)","2150","127.075746","37.589292","206689.895581","554417.153964"
"113","1126000000","6","서울특별시","중랑구","신내근린공원","1126010600","1126067000","서울특별시 중랑구 신내동 652","34016","127.089189","37.613747","207874.624646","557132.431438"
"114","1126000000","8","서울특별시","중랑구","면목초등학교운동장","1126010100","1126056500","서울특별시 중랑구 면목로 434(면목동)","2177","127.087563","37.591047","207733.409078","554612.858440"
"115","1126000000","9","서울특별시","중랑구","중화중학교운동장","1126010100","1126057500","서울특별시 중랑구 용마산로 364(면목동)","2751","127.095177","37.584232","208406.640362","553857.061478"
"116","1126000000","17","서울특별시","중랑구","동원초등학교운동장","1126010500","1126065500","서울특별시 중랑구 송림길 114(망우동)","4393","127.104845","37.604953","209258.010464","556157.795574"
"117","1126000000","18","서울특별시","중랑구","망우초등학교운동장","1126010500","1126065500","서울특별시 중랑구 망우로72길 49(망우동)","2800","127.103358","37.598225","209127.531609","555410.888960"
"118","1141000000","11","서울특별시","서대문구","창서초등학교 운동장","1141011600","1141058500","서울특별시 서대문구 연세로5나길 30-3 (창천동)","2874","126.934055","37.557516","194173.279470","550889.684265"
"119","1129000000","3","서울특별시","성북구","경동고등학교 운동장","1129011300","1129055500","서울특별시 성북구 보문로29길 49(삼선동3가)","10750","127.014996","37.585699","201324.471253","554015.726882"
"120","1159000000","13","서울특별시","동작구","경문고등학교운동장","1159010600","1159063000","서울특별시 동작구 동작대로 171(동작동)","10503","126.981614","37.491750","198374.045489","543588.674761"
"121","1144000000","6","서울특별시","마포구","공덕소공원(법원및쉼터)","1144010200","1144056500","서울특별시 마포구 공덕동 475-1","689","126.954563","37.548403","195984.805605","549877.211432"
"122","1165000000","5","서울특별시","서초구","신중초등학교 운동장","1165010800","1165053000","서울특별시 서초구 남부순환로317길 15(서초동)","15696","127.009714","37.480106","200859.187698","542296.189304"
"123","1165000000","27","서울특별시","서초구","동덕여자고등학교 운동장","1165010100","1165053000","서울특별시 서초구 방배동 산82","5015","126.992721","37.476326","199356.135773","541876.697729"
"124","1165000000","32","서울특별시","서초구","우암초등학교 운동장","1165010300","1165065100","서울특별시 서초구 바우뫼로7길 38(우면동)","4881","127.024738","37.471787","202188.266588","541373.176917"
"125","1144000000","13","서울특별시","마포구","창천초등학교 운동장 ","1144011000","1144060000","서울특별시 마포구 백범로1길 56(노고산동)","3544","126.939547","37.554464","194658.284121","550550.628258"
"126","1144000000","28","서울특별시","마포구","동교초등학교 운동장","1144012300","1144070000","서울특별시 마포구 월드컵로25길 86(망원동)","3047","126.902700","37.558300","191402.896945","550979.153782"
"127","1144000000","31","서울특별시","마포구","쌈지마당","1144012300","1144070000","서울특별시 마포구 방울내로 24-12 (망원동)","2850","126.898525","37.557649","191033.929001","550907.301570"
"128","1144000000","45","서울특별시","마포구","상지초등학교 운동장","1144012700","1144074000","서울특별시 마포구 월드컵로42길 30(상암동)","3054","126.882376","37.579382","189610.031602","553321.095693"
"129","1156000000","15","서울특별시","영등포구","당산초등학교 운동장","1156012800","1156062000","서울특별시 영등포구 선유로55길 32(양평동4가)","6160.6","126.896102","37.539390","190817.637995","548881.016275"
"130","1153000000","4","서울특별시","구로구","구일중학교 운동장","1153010200","1153052000","서울특별시 구로구 구일로 90-133 (구로동)","3835","126.873971","37.494803","188855.018689","543934.742057"
"131","1153000000","6","서울특별시","구로구","오류초등학교 운동장","1153010800","1153077000","서울특별시 구로구 경인로19길 39(오류동)","4619","126.842309","37.497976","186055.756162","544291.137458"
"132","1153000000","15","서울특별시","구로구","신도림초등학교 운동장","1153010100","1153051000","서울특별시 구로구 신도림로19길 44(신도림동)","2116.2","126.882592","37.512343","189619.865195","545880.498562"
"133","1156000000","2","서울특별시","영등포구","영원중학교 운동장","1156010100","1156051500","서울특별시 영등포구 영등포로62길 31(영등포동)","3559","126.914245","37.515845","192418.668179","546266.146929"
"134","1156000000","9","서울특별시","영등포구","영동초등학교 운동장","1156011700","1156056000","서울특별시 영등포구 국회대로53길 20(당산동)","1650.6","126.907228","37.526626","191799.527980","547463.328000"
"135","1141000000","4","서울특별시","서대문구","감리교신학대 운동장","1141010500","1141052000","서울특별시 서대문구 냉천동 31","846","126.963036","37.567195","196734.345592","551962.545274"
"136","1156000000","16","서울특별시","영등포구","한강미디어고등학교 운동장","1156012800","1156062000","서울특별시 영등포구 선유로55길 22(양평동4가)","2282.6","126.897267","37.538903","190920.459064","548826.847449"
"137","1153000000","16","서울특별시","구로구","구로중학교 운동장","1153010200","1153055000","서울특별시 구로구 구로중앙로 48(구로동)","5715","126.890871","37.494272","190349.500345","543873.971633"
"138","1159000000","12","서울특별시","동작구","남사초등학교 운동장","1159010700","1159062000","서울특별시 동작구 동작대로13길 22(사당동)","4274","126.978867","37.482242","198130.848665","542533.437678"
"139","1168000000","3","서울특별시","강남구","논현초등학교 운동장","1168010800","1168052100","서울특별시 강남구 논현동 168","3960","127.026206","37.508142","202316.984016","545408.080600"
"140","1144000000","2","서울특별시","마포구","공덕초등학교 운동장","1144010200","1144056500","서울특별시 마포구 만리재옛길 13(공덕동)","5141","126.954124","37.545785","195945.905351","549586.655997"
"141","1141000000","15","서울특별시","서대문구","안산초등학교 운동장","1141011100","1141062000","서울특별시 서대문구 통일로 321(홍제동)","1931","126.951601","37.579380","195724.836793","553315.389293"
"142","1156000000","3","서울특별시","영등포구","장훈고등학교 운동장","1156013200","1156051500","서울특별시 영등포구 영등포로64길 26(신길동)","7167.6","126.915551","37.513615","192533.926169","546018.580585"
"188","1168000000","7","서울특별시","강남구","언북초등학교 운동장","1168010400","1168056500","서울특별시 강남구 삼성로135길 42(청담동)","4617","127.046262","37.520082","204089.671449","546734.025506"
"189","1144000000","3","서울특별시","마포구","소의초등학교 운동장","1144010100","1144056500","서울특별시 마포구 마포대로24길 42(아현동)","2722","126.961153","37.552146","196567.342380","550292.378013"
"190","1165000000","24","서울특별시","서초구","방일초등학교 운동장","1165010100","1165060000","서울특별시 서초구 방배로18길 52(방배동)","12294","126.997900","37.485260","199814.244044","542868.142999"
"191","1165000000","26","서울특별시","서초구","남태령어린이공원","1165010100","1165053000","서울특별시 서초구 방배동 2956-4","1208","126.988618","37.466169","198993.064916","540749.350899"
"192","1165000000","28","서울특별시","서초구","방배초등학교 운동장","1165010100","1165062100","서울특별시 서초구 방배중앙로13길 26(방배동)","9734","126.987454","37.487124","198890.381314","543075.112513"
"193","1165000000","29","서울특별시","서초구","서문여자중학교 운동장","1165010100","1165062100","서울특별시 서초구 동광로12길 84(방배동)","22755","126.985081","37.488973","198680.608550","543280.381282"
"194","1165000000","34","서울특별시","서초구","양재근린공원","1165010200","1165065100","서울특별시 서초구 양재동 311","32582","127.042646","37.471502","203772.431703","541342.098919"
"195","1144000000","10","서울특별시","마포구","마포초등학교 운동장","1144010400","1144058500","서울특별시 마포구 도화2길 64(도화동)","2077","126.949093","37.538583","195500.840613","548787.556701"
"196","1162000000","10","서울특별시","관악구","신성초등학교 운동장","1162010200","1162066500","서울특별시 관악구 신림로 114(신림동)","6052","126.936852","37.471480","194413.952579","541340.642082"
"197","1144000000","18","서울특별시","마포구","신석초등학교 운동장","1144011100","1144063000","서울특별시 마포구 대흥로 33(신수동)","1355","126.937938","37.544016","194515.334510","549391.211080"
"198","1144000000","19","서울특별시","마포구","신수중학교 운동장","1144011100","1144063000","서울특별시 마포구 신수로 49(신수동)","4138","126.933700","37.545400","194140.944054","549545.024440"
"199","1144000000","23","서울특별시","마포구","와우어린이공원","1144011500","1144065500","서울특별시 마포구 독막로19길 20-13 (상수동)","3166","126.925300","37.549000","193398.937581","549945.137678"
"200","1144000000","29","서울특별시","마포구","망원초등학교 운동장","1144012300","1144070000","서울특별시 마포구 방울내로5길 28(망원동)","1389","126.900983","37.560533","191251.415432","551227.095821"
"201","1141000000","2","서울특별시","서대문구","미동초등학교 운동장","1141010400","1141056500","서울특별시 서대문구 충정로 52(미근동)","1529","126.965894","37.562845","196986.732374","551479.702789"
"202","1141000000","5","서울특별시","서대문구","금화초등학교 운동장","1141010600","1141052000","서울특별시 서대문구 통일로 165(천연동)","886","126.963230","37.568557","196751.606724","552113.796136"
"203","1117000000","2","서울특별시","용산구","삼광초등학교 운동장","1117010100","1117051000","서울특별시 용산구 두텁바위로1나길 19(후암동)","3328","126.976620","37.546898","197933.931441","549709.434030"
"204","1144000000","8","서울특별시","마포구","아현중학교 운동장","1144010100","1144055500","서울특별시 마포구 마포대로 247(아현동)","4596","126.957183","37.556405","196216.721346","550765.281503"
"205","1165000000","25","서울특별시","서초구","청두어린이공원","1165010100","1165061000","서울특별시 서초구 방배동 463-14","1049","126.985000","37.480618","198673.246869","542353.059181"
"206","1144000000","12","서울특별시","마포구","용강초등학교 운동장 ","1144010800","1144060000","서울특별시 마포구 백범로17길 9(대흥동)","3588","126.944100","37.549100","195060.255899","549955.082564"
"207","1144000000","24","서울특별시","마포구","와우근린공원","1144011400","1144064000","서울특별시 마포구 창전동 3-181","68623","126.930100","37.553000","193823.432388","550388.763557"
"208","1144000000","25","서울특별시","마포구","서교초등학교 운동장","1144012000","1144066000","서울특별시 마포구 와우산로23길 20-27 (서교동)","3465","126.924712","37.554740","193347.506329","550582.195026"
"209","1144000000","33","서울특별시","마포구","경성고등학교 운동장","1144012400","1144071000","서울특별시 마포구 성미산로 111(연남동)","11801","126.919445","37.563111","192882.863135","551511.686688"
"210","1144000000","34","서울특별시","마포구","성서중학교 운동장 ","1144012500","1144072000","서울특별시 마포구 성산로4길 42(성산동)","2795","126.908400","37.563100","191907.049227","551511.391148"
"211","1132000000","2","서울특별시","도봉구","덕성여자대학교 운동장","1132010500","1132066000","서울특별시 도봉구 삼양로144길 33(쌍문동)","71693","127.017703","37.649934","201562.265236","561145.268297"
"212","1141000000","10","서울특별시","서대문구","이화금란중학교 운동장","1141011300","1141058500","서울특별시 서대문구 성산로 520(대신동)","8514","126.944900","37.562600","195131.828206","551453.380213"
"213","1141000000","12","서울특별시","서대문구","연세대학교 운동장","1141011700","1141058500","서울특별시 서대문구 연세로 50(신촌동)","12645","126.933436","37.562213","194118.904619","551411.031734"
"214","1129000000","8","서울특별시","성북구","장위초등학교 운동장","1129013800","1129076000","서울특별시 성북구 장월로8가길 41(장위동)","3462","127.050028","37.611671","204417.185250","556899.501899"
"215","1138000000","8","서울특별시","은평구","은평초등학교 운동장","1138010200","1138051000","서울특별시 은평구 은평로 239(녹번동)","14908","126.934441","37.601627","194210.782092","555785.537761"
"216","1138000000","14","서울특별시","은평구","동명여자고등학교 운동장","1138010600","1138057000","서울특별시 은평구 통일로 793(대조동)","30554","126.923967","37.613907","193286.960764","557149.137687"
"217","1168000000","4","서울특별시","강남구","학동초등학교 운동장","1168010800","1168052100","서울특별시 강남구 선릉로115길 42(논현동)","1820","127.039891","37.512036","203526.843478","545840.701441"
"218","1129000000","9","서울특별시","성북구","석계초등학교 운동장","1129013900","1129081000","서울특별시 성북구 한천로58길 273(석관동)","2890","127.069672","37.608100","206151.914352","556504.194918"
"219","1129000000","10","서울특별시","성북구","석관고등학교 운동장","1129013900","1129081000","서울특별시 성북구 한천로70길 30(석관동)","6064","127.066640","37.608988","205884.086153","556602.592838"
"220","1156000000","10","서울특별시","영등포구","영등포초등학교 운동장","1156011900","1156060500","서울특별시 영등포구 경인로 756(문래동1가)","5661.7","126.898366","37.512628","191014.499669","545910.517345"
"221","1141000000","21","서울특별시","서대문구","연가초등학교 운동장","1141012000","1141070000","서울특별시 서대문구 증가로12가길 49-50 (남가좌동)","2401","126.918101","37.579733","192765.758357","553356.723674"
"222","1156000000","18","서울특별시","영등포구","영신초등학교 운동장","1156013200","1156063000","서울특별시 영등포구 도신로60길 23(신길동)","3195.2","126.918190","37.509711","192766.887824","545585.062420"
"223","1156000000","23","서울특별시","영등포구","대방초등학교 운동장","1156013200","1156069000","서울특별시 영등포구 여의대방로35길 14(신길동)","3000","126.918912","37.502377","192829.978371","544770.981318"
"224","1159000000","19","서울특별시","동작구","영등포고등학교 운동장","1159010800","1159066000","서울특별시 동작구 등용로8길 5(대방동)","5241","126.933834","37.507989","194149.889154","545392.851282"
"225","1132000000","26","서울특별시","도봉구","도봉중학교 운동장","1132010800","1132052200","서울특별시 도봉구 마들로 671(도봉동)","3375","127.045554","37.670191","204018.929875","563394.391107"
"226","1159000000","4","서울특별시","동작구","강남초등학교 운동장","1159010300","1159053000","서울특별시 동작구 강남초등길 15(상도1동)","4100","126.952702","37.505908","195817.974977","545160.885031"
"227","1159000000","10","서울특별시","동작구","은로초등학교 운동장","1159010500","1159060500","서울특별시 동작구 서달로 115(흑석동)","3654","126.960177","37.503732","196478.815180","544919.032135"
"228","1159000000","15","서울특별시","동작구","남성중학교 운동장","1159010700","1159065000","서울특별시 동작구 남부순환로269길 166(사당동)","2450","126.972369","37.478723","197556.032382","542142.984638"
"229","1132000000","11","서울특별시","도봉구","방학초등학교 운동장","1132010600","1132070000","서울특별시 도봉구 도당로9길 34(방학동)","436","127.032340","37.663672","202853.446798","562670.395211"
"230","1141000000","9","서울특별시","서대문구","이화금란고등학교 운동장","1141011300","1141058500","서울특별시 서대문구 성산로 560(대신동)","3288","126.947154","37.565681","195331.181878","551795.211918"
"231","1138000000","13","서울특별시","은평구","구산초등학교 운동장","1138010500","1138056000","서울특별시 은평구 갈현로15길 20-23 (구산동)","8588","126.908965","37.609489","191961.963764","556659.988174"
"232","1132000000","4","서울특별시","도봉구","쌍문초등학교 운동장","1132010500","1132066000","서울특별시 도봉구 우이천로 360(쌍문동)","1836","127.024206","37.648693","202136.195567","561007.599949"
"233","1141000000","6","서울특별시","서대문구","서대문독립공원","1141010900","1141052000","서울특별시 서대문구 독립문공원길 80(현저동)","103713","126.956409","37.574107","196149.278027","552729.949262"
"143","1156000000","28","서울특별시","영등포구","영남중학교 운동장","1156013300","1156072000","서울특별시 영등포구 대림로31나길 17(대림동)","6155.9","126.896038","37.497418","190806.801085","544222.684053"
"144","1156000000","7","서울특별시","영등포구","여의도여자고등학교 운동장","1156011000","1156054000","서울특별시 영등포구 국제금융로7가길 13(여의도동)","4079","126.934909","37.522576","194245.999551","547011.746309"
"145","1156000000","30","서울특별시","영등포구","신대림초등학교 운동장","1156013300","1156070000","서울특별시 영등포구 대림로8길 25(대림동)","7412","126.905890","37.491853","191677.359605","543604.129175"
"146","1156000000","5","서울특별시","영등포구","윤중초등학교 운동장","1156011000","1156054000","서울특별시 영등포구 여의나루로2길 14(여의도동)","6586","126.923107","37.519549","193202.466683","546676.551996"
"147","1156000000","20","서울특별시","영등포구","우신초등학교 운동장","1156013200","1156066000","서울특별시 영등포구 신길로 190(신길동)","5236.1","126.912131","37.509336","192231.138747","545543.984071"
"148","1156000000","26","서울특별시","영등포구","대동초등학교 운동장","1156013300","1156071000","서울특별시 영등포구 대림로21길 6(대림동)","6378","126.900072","37.493281","191163.038060","543763.147609"
"149","1141000000","14","서울특별시","서대문구","고은초등학교 운동장","1141011100","1141062000","서울특별시 서대문구 모래내로 441(홍제동)","954","126.943621","37.584714","195020.328074","553907.866105"
"150","1156000000","11","서울특별시","영등포구","양화중학교 운동장","1156012100","1156060500","서울특별시 영등포구 당산로 56(문래동3가)","2343.6","126.896360","37.519291","190837.936836","546650.251042"
"151","1141000000","18","서울특별시","서대문구","명지전문대 운동장","1141011800","1141068500","서울특별시 서대문구 가좌로 134(홍은동)","4556","126.925305","37.583792","193402.440300","553806.632699"
"152","1141000000","19","서울특별시","서대문구","명지중학교 운동장","1141011800","1141068500","서울특별시 서대문구 명지2길 56(홍은동)","738","126.927102","37.584020","193561.158595","553831.867664"
"153","1156000000","19","서울특별시","영등포구","도림초등학교 운동장","1156013200","1156065000","서울특별시 영등포구 가마산로65길 22(신길동)","4413.6","126.907480","37.508296","191819.813932","545428.902707"
"154","1159000000","16","서울특별시","동작구","신남성초등학교 운동장","1159010700","1159065100","서울특별시 동작구 사당로 146(사당동)","4052","126.965277","37.488503","196929.123269","543228.729006"
"155","1159000000","21","서울특별시","동작구","문창초등학교 운동장","1159010900","1159067000","서울특별시 동작구 신대방2길 14(신대방동)","3044","126.914363","37.489171","192426.436041","543305.687638"
"156","1132000000","7","서울특별시","도봉구","신도봉중학교 운동장","1132010500","1132068000","서울특별시 도봉구 도봉로115길 16(쌍문동)","183","127.033395","37.649281","202947.074000","561073.128141"
"157","1132000000","17","서울특별시","도봉구","창원초등학교 운동장","1132010700","1132051500","서울특별시 도봉구 해등로 103(창동)","4163","127.040713","37.652104","203592.731026","561386.749854"
