연도,시도,시군구,계약종별,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
2024,부산광역시,사하구,합 계,199454341,190906522,189719966,191325944,181138575,0,0,0,0,0,0,0
2024,부산광역시,금정구,주택용,29332654,29156116,26320111,26442436,24154280,0,0,0,0,0,0,0
2024,부산광역시,금정구,일반용,36258317,35024650,31175013,29169053,27312762,0,0,0,0,0,0,0
2024,부산광역시,금정구,교육용,8056078,7515949,6977570,6601602,5323869,0,0,0,0,0,0,0
2024,부산광역시,금정구,산업용,21509750,20426168,20302662,19287848,19653533,0,0,0,0,0,0,0
2024,부산광역시,금정구,농사용,657662,603113,501745,334283,240177,0,0,0,0,0,0,0
2024,부산광역시,금정구,가로등,1077791,1021914,994542,934754,897166,0,0,0,0,0,0,0
2024,부산광역시,금정구,심 야,1896793,1817358,1521567,1130337,700755,0,0,0,0,0,0,0
2024,부산광역시,금정구,합 계,98789045,95565268,87793210,83900313,78282542,0,0,0,0,0,0,0
2024,부산광역시,강서구,주택용,20344705,20593531,18563136,18907689,17804721,0,0,0,0,0,0,0
2024,부산광역시,강서구,일반용,63154112,59633127,57552178,56041067,56092732,0,0,0,0,0,0,0
2024,부산광역시,강서구,교육용,1210120,1182831,1191367,1078881,879294,0,0,0,0,0,0,0
2024,부산광역시,강서구,산업용,283356738,264990307,281560510,280124104,272429096,0,0,0,0,0,0,0
2024,부산광역시,강서구,농사용,7786539,7215669,5969269,4818117,3817194,0,0,0,0,0,0,0
2024,부산광역시,강서구,가로등,2293865,2171017,2051605,1927346,1831543,0,0,0,0,0,0,0
2024,부산광역시,강서구,심 야,2335827,2258791,1811302,1282102,727482,0,0,0,0,0,0,0
2024,부산광역시,강서구,합 계,380481906,358045273,368699367,364179306,353582062,0,0,0,0,0,0,0
2024,부산광역시,연제구,주택용,29170199,29536770,26877582,27198096,25175216,0,0,0,0,0,0,0
2024,부산광역시,연제구,일반용,36094596,34391640,31444795,29547939,28399759,0,0,0,0,0,0,0
2024,부산광역시,연제구,교육용,1556736,1396726,1411091,1286070,970581,0,0,0,0,0,0,0
2024,부산광역시,연제구,산업용,5301089,4964495,5008576,4916850,5026440,0,0,0,0,0,0,0
2024,부산광역시,연제구,농사용,12539,11768,11420,11664,12469,0,0,0,0,0,0,0
2024,부산광역시,연제구,가로등,580856,556845,521465,472350,438988,0,0,0,0,0,0,0
2024,부산광역시,연제구,심 야,1051741,999817,809215,567631,428400,0,0,0,0,0,0,0
2024,부산광역시,연제구,합 계,73767756,71858061,66084144,64000600,60451853,0,0,0,0,0,0,0
2024,부산광역시,수영구,주택용,25250059,25129844,22751611,22807284,21235227,0,0,0,0,0,0,0
2024,부산광역시,수영구,일반용,29980658,29016669,26084639,24602157,23404158,0,0,0,0,0,0,0
2024,부산광역시,수영구,교육용,739225,724783,675883,681340,515529,0,0,0,0,0,0,0
2024,부산광역시,수영구,산업용,1162810,1188185,1065164,1113000,1049929,0,0,0,0,0,0,0
2024,부산광역시,수영구,농사용,42932,43345,37149,32986,27497,0,0,0,0,0,0,0
2024,부산광역시,수영구,가로등,463472,436586,416362,374768,343099,0,0,0,0,0,0,0
2024,부산광역시,수영구,심 야,986062,972151,818364,605908,379649,0,0,0,0,0,0,0
2024,부산광역시,수영구,합 계,58625218,57511563,51849172,50217443,46955088,0,0,0,0,0,0,0
2024,부산광역시,사상구,주택용,26468898,26178406,23660107,23689086,21651740,0,0,0,0,0,0,0
2024,부산광역시,사상구,일반용,39279149,37527162,33765024,31811086,30122290,0,0,0,0,0,0,0
2024,부산광역시,사상구,교육용,4334305,3808133,4337790,3168416,2583988,0,0,0,0,0,0,0
2024,부산광역시,사상구,산업용,65959092,63674529,61316528,61071822,55909836,0,0,0,0,0,0,0
2024,부산광역시,사상구,농사용,153970,146660,139460,171009,192404,0,0,0,0,0,0,0
2024,부산광역시,사상구,가로등,857563,819269,779919,699274,644295,0,0,0,0,0,0,0
2024,부산광역시,사상구,심 야,1397177,1321634,1079552,769100,461414,0,0,0,0,0,0,0
2024,부산광역시,사상구,합 계,138450154,133475793,125078380,121379793,111565967,0,0,0,0,0,0,0
2024,부산광역시,기장군,주택용,14391335,14064358,13288865,12717990,12086450,0,0,0,0,0,0,0
2024,부산광역시,기장군,일반용,41695540,41376852,34258386,31797744,31634579,0,0,0,0,0,0,0
2024,부산광역시,기장군,교육용,1231328,1184115,1003668,1025079,757891,0,0,0,0,0,0,0
2024,부산광역시,기장군,산업용,63151860,57661560,58359793,56653354,56023601,0,0,0,0,0,0,0
2024,부산광역시,기장군,농사용,3131880,3108222,2838621,2565562,2213948,0,0,0,0,0,0,0
2024,부산광역시,기장군,가로등,1554541,1478668,1344202,1349917,1243984,0,0,0,0,0,0,0
2024,부산광역시,기장군,심 야,3247299,2953374,2347588,1502215,1190961,0,0,0,0,0,0,0
2024,부산광역시,기장군,합 계,128403783,121827149,113441123,107611861,105151414,0,0,0,0,0,0,0
2024,대구광역시,중구,주택용,15160122,15162953,13760933,14093936,13138329,0,0,0,0,0,0,0
2024,대구광역시,중구,일반용,47287674,43558287,39064442,35084757,34829300,0,0,0,0,0,0,0
2024,대구광역시,중구,교육용,1390908,1275621,1243374,998340,860556,0,0,0,0,0,0,0
2024,대구광역시,중구,산업용,3524361,3299882,3041203,2762717,2612852,0,0,0,0,0,0,0
2024,대구광역시,중구,농사용,21088,22611,19140,19297,17997,0,0,0,0,0,0,0
2024,대구광역시,중구,가로등,746897,693770,661460,622306,588771,0,0,0,0,0,0,0
2024,대구광역시,중구,심 야,929145,863039,707912,564350,930659,0,0,0,0,0,0,0
2024,대구광역시,중구,합 계,69060195,64876163,58498464,54145703,52978464,0,0,0,0,0,0,0
2024,대구광역시,동구,주택용,48796010,48501556,44275877,44260956,40794642,0,0,0,0,0,0,0
2024,대구광역시,동구,일반용,75155144,71178984,64270432,60361497,58572501,0,0,0,0,0,0,0
2024,대구광역시,동구,교육용,3291007,2964988,2867108,2518118,1914380,0,0,0,0,0,0,0
2024,대구광역시,동구,산업용,11760092,11208093,10191595,10213679,9655296,0,0,0,0,0,0,0
2024,대구광역시,동구,농사용,1633602,1572213,1272025,1024581,928008,0,0,0,0,0,0,0
2024,대구광역시,동구,가로등,2203281,2110160,1909120,1860758,1719944,0,0,0,0,0,0,0
2024,대구광역시,동구,심 야,4423700,4203571,3375382,2316599,1432683,0,0,0,0,0,0,0
2024,대구광역시,동구,합 계,147262836,141739565,128161539,122556188,115017454,0,0,0,0,0,0,0
2024,대구광역시,서구,주택용,22568880,22312292,20103435,19880297,18023470,0,0,0,0,0,0,0
2024,대구광역시,서구,일반용,29401005,28773161,24812008,23177027,21112808,0,0,0,0,0,0,0
2024,대구광역시,서구,교육용,1507146,1291442,1338181,1216162,885049,0,0,0,0,0,0,0
2024,대구광역시,서구,산업용,28794968,31247376,27592901,28025557,27387817,0,0,0,0,0,0,0
2024,대구광역시,서구,농사용,39838,39285,35130,34769,35621,0,0,0,0,0,0,0
2024,대구광역시,서구,가로등,774188,725016,662919,617675,557629,0,0,0,0,0,0,0
2024,대구광역시,서구,심 야,1645498,1609213,1290551,918670,490792,0,0,0,0,0,0,0
2024,대구광역시,서구,합 계,84731523,85997785,75835125,73870157,68493186,0,0,0,0,0,0,0
2024,대구광역시,남구,주택용,19713251,19470779,17570188,17279534,16005806,0,0,0,0,0,0,0
2024,대구광역시,남구,일반용,30440494,29600233,25900018,24375658,22725474,0,0,0,0,0,0,0
2024,대구광역시,남구,교육용,3132911,2501761,2499751,2164122,1792978,0,0,0,0,0,0,0
2024,대구광역시,남구,산업용,1026538,982678,915337,899237,852548,0,0,0,0,0,0,0
2024,대구광역시,남구,농사용,24067,21989,18820,18746,16565,0,0,0,0,0,0,0
2024,대구광역시,남구,가로등,540594,500048,460351,427340,389167,0,0,0,0,0,0,0
2024,대구광역시,남구,심 야,2518059,2417809,1935440,1314700,597801,0,0,0,0,0,0,0
2024,대구광역시,남구,합 계,57395914,55495297,49299905,46479337,42380339,0,0,0,0,0,0,0
2024,대구광역시,북구,주택용,56034893,55409070,50838550,50761198,46935021,0,0,0,0,0,0,0
2024,대구광역시,북구,일반용,78394156,73826729,65156410,61577403,58448775,0,0,0,0,0,0,0
2024,대구광역시,북구,교육용,10378239,9245326,9172062,7593251,6783861,0,0,0,0,0,0,0
2024,대구광역시,북구,산업용,62471642,60285218,56235618,54917340,50602060,0,0,0,0,0,0,0
2024,대구광역시,북구,농사용,795871,777152,700943,713025,718406,0,0,0,0,0,0,0
2024,대구광역시,북구,가로등,2083058,1987248,1775996,1715388,1545417,0,0,0,0,0,0,0
2024,대구광역시,북구,심 야,2619344,2556792,2061984,1547739,1334601,0,0,0,0,0,0,0
2024,대구광역시,북구,합 계,212777203,204087535,185941563,178825344,166368141,0,0,0,0,0,0,0
2024,대구광역시,수성구,주택용,58935062,58515937,53098303,53148063,49418258,0,0,0,0,0,0,0
2024,대구광역시,수성구,일반용,72955672,69936796,61322537,56409872,52993082,0,0,0,0,0,0,0
2024,대구광역시,수성구,교육용,4736982,4123825,3746915,3377228,2535285,0,0,0,0,0,0,0
2024,대구광역시,수성구,산업용,18713763,17582694,17960074,17237697,17800578,0,0,0,0,0,0,0
2024,대구광역시,수성구,농사용,493264,476151,400353,324767,241878,0,0,0,0,0,0,0
2024,대구광역시,수성구,가로등,1630965,1555311,1411389,1346218,1222911,0,0,0,0,0,0,0
2024,대구광역시,수성구,심 야,2867821,2771200,2256754,1604337,908521,0,0,0,0,0,0,0
2024,대구광역시,수성구,합 계,160333529,154961914,140196325,133448182,125120513,0,0,0,0,0,0,0
2024,대구광역시,달서구,주택용,72702793,72235667,65881451,66451186,61656376,0,0,0,0,0,0,0
2024,대구광역시,달서구,일반용,85194454,82431046,72259547,68008718,64716962,0,0,0,0,0,0,0
2024,대구광역시,달서구,교육용,7056878,6173715,5965494,5512185,4226151,0,0,0,0,0,0,0
2024,대구광역시,달서구,산업용,175818322,161327702,164216129,163602617,156090256,0,0,0,0,0,0,0
2024,대구광역시,달서구,농사용,76618,75346,58959,63024,54864,0,0,0,0,0,0,0
2024,대구광역시,달서구,가로등,1988933,1896361,1690685,1585832,1418813,0,0,0,0,0,0,0
2024,대구광역시,달서구,심 야,2477640,2409347,1915912,1479108,841915,0,0,0,0,0,0,0
2024,대구광역시,달서구,합 계,345315638,326549184,311988177,306702670,289005337,0,0,0,0,0,0,0
2024,대구광역시,달성군,주택용,34522385,33979188,30998129,30616525,28499246,0,0,0,0,0,0,0
2024,대구광역시,달성군,일반용,46130172,43914517,39777475,37785479,35821497,0,0,0,0,0,0,0
2024,대구광역시,달성군,교육용,7117032,6438199,6412505,5774314,5708963,0,0,0,0,0,0,0
2024,대구광역시,달성군,산업용,280412766,251189088,272396500,269147906,268801256,0,0,0,0,0,0,0
2024,대구광역시,달성군,농사용,5439284,5327993,4403324,3744335,3568339,0,0,0,0,0,0,0
2024,대구광역시,달성군,가로등,2398328,2297075,2154430,2099902,2006767,0,0,0,0,0,0,0
2024,대구광역시,달성군,심 야,4053314,4010509,3194991,2340270,1189644,0,0,0,0,0,0,0
2024,대구광역시,달성군,합 계,380073281,347156569,359337354,351508731,345595712,0,0,0,0,0,0,0
2024,대구광역시,군위군,주택용,2636490,2629097,2337036,2229097,2014882,0,0,0,0,0,0,0
2024,대구광역시,군위군,일반용,6411865,6404276,5782687,5328131,4843543,0,0,0,0,0,0,0
2024,대구광역시,군위군,교육용,426397,333936,300513,287050,195865,0,0,0,0,0,0,0
2024,대구광역시,군위군,산업용,11875778,10880808,11393840,11347424,10692716,0,0,0,0,0,0,0
2024,대구광역시,군위군,농사용,6461253,6332259,5307803,5057867,4663968,0,0,0,0,0,0,0
2024,대구광역시,군위군,가로등,402898,371020,349045,352665,347704,0,0,0,0,0,0,0
2024,대구광역시,군위군,심 야,1938053,1933864,1569786,1164076,644420,0,0,0,0,0,0,0
2024,대구광역시,군위군,합 계,30152734,28885260,27040710,25766310,23403098,0,0,0,0,0,0,0
2024,인천광역시,중구,주택용,26437634,25928350,23175510,22802049,21235791,0,0,0,0,0,0,0
2024,인천광역시,중구,일반용,129861195,119224620,110280168,102891387,103841786,0,0,0,0,0,0,0
2024,인천광역시,중구,교육용,2777798,2253246,2411169,1718735,1378455,0,0,0,0,0,0,0
2024,인천광역시,중구,산업용,85662622,72552411,61902330,86243782,76234061,0,0,0,0,0,0,0
2024,인천광역시,중구,농사용,693382,699343,722935,733269,767735,0,0,0,0,0,0,0
2024,인천광역시,중구,가로등,2620854,2570397,2349288,2259883,2022735,0,0,0,0,0,0,0
2024,인천광역시,중구,심 야,2679144,2680580,2131352,1534978,904385,0,0,0,0,0,0,0
2024,인천광역시,중구,합 계,250732629,225908947,202972752,218184083,206384948,0,0,0,0,0,0,0
2024,인천광역시,동구,주택용,8291813,7952559,7294890,6996465,6644894,0,0,0,0,0,0,0
2024,인천광역시,동구,일반용,11787764,10832642,9064497,7966093,7214263,0,0,0,0,0,0,0
2024,인천광역시,동구,교육용,1106976,817772,914361,603409,545901,0,0,0,0,0,0,0
2024,인천광역시,동구,산업용,287294926,209310649,205025646,208189618,208916525,0,0,0,0,0,0,0
2024,인천광역시,동구,농사용,3528,2746,3248,3061,3902,0,0,0,0,0,0,0
2024,인천광역시,동구,가로등,390726,372437,350712,333457,317523,0,0,0,0,0,0,0
2024,인천광역시,동구,심 야,426156,398144,350046,144309,70110,0,0,0,0,0,0,0
2024,인천광역시,동구,합 계,309301889,229686949,223003400,224236412,223713118,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,주택용,58806744,57638783,51814998,51254412,48200775,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,일반용,68052481,64407269,55452552,50265839,46269123,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,교육용,7084090,5379031,6095901,4186051,4108466,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,산업용,37601661,33630270,32707411,30482703,29915577,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,농사용,44379,40008,30655,27364,21223,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,가로등,1163691,1116405,1009328,960692,868732,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,심 야,1588711,1495959,1161319,1183980,1053374,0,0,0,0,0,0,0
2024,인천광역시,미추홀구,합 계,174341757,163707725,148272164,138361041,130437270,0,0,0,0,0,0,0
2024,인천광역시,서구,주택용,93852059,90619117,83295249,81562847,77119054,0,0,0,0,0,0,0
2024,인천광역시,서구,일반용,139022179,131227927,115163729,104850871,100124380,0,0,0,0,0,0,0
2024,인천광역시,서구,교육용,6079077,4746377,5251092,3178734,2703840,0,0,0,0,0,0,0
2024,인천광역시,서구,산업용,337034967,315890576,313542756,306277177,292733080,0,0,0,0,0,0,0
2024,인천광역시,서구,농사용,954529,920374,769703,884566,1031992,0,0,0,0,0,0,0
2024,인천광역시,서구,가로등,3444990,3322267,3007873,2876843,2631238,0,0,0,0,0,0,0
2024,인천광역시,서구,심 야,1600300,1544769,1223933,861915,483383,0,0,0,0,0,0,0
2024,인천광역시,서구,합 계,581988101,548271407,522254335,500492953,476826967,0,0,0,0,0,0,0
2024,인천광역시,남동구,주택용,70029387,68591565,61419504,60719795,56575405,0,0,0,0,0,0,0
2024,인천광역시,남동구,일반용,96358633,89984376,77636873,70491647,67355509,0,0,0,0,0,0,0
2024,인천광역시,남동구,교육용,4729487,3607103,4082311,2524955,2181522,0,0,0,0,0,0,0
2024,인천광역시,남동구,산업용,192229847,174388506,167311603,160316288,151527759,0,0,0,0,0,0,0
2024,인천광역시,남동구,농사용,1374402,1310208,1078422,833974,623842,0,0,0,0,0,0,0
2024,인천광역시,남동구,가로등,1863376,1801236,1637322,1567664,1425250,0,0,0,0,0,0,0
2024,인천광역시,남동구,심 야,1430519,1372543,1099455,734839,395393,0,0,0,0,0,0,0
2024,인천광역시,남동구,합 계,368015651,341055537,314265490,297189162,280084680,0,0,0,0,0,0,0
2024,인천광역시,부평구,주택용,70956828,69244866,62046530,60959093,56759930,0,0,0,0,0,0,0
2024,인천광역시,부평구,일반용,80764760,74836442,64741011,58454646,55556556,0,0,0,0,0,0,0
2024,인천광역시,부평구,교육용,4691546,3698377,4329639,2699021,2315097,0,0,0,0,0,0,0
2024,인천광역시,부평구,산업용,62505990,56783678,56424205,53501538,53264495,0,0,0,0,0,0,0
2024,인천광역시,부평구,농사용,54446,54956,53041,59791,63209,0,0,0,0,0,0,0
2024,인천광역시,부평구,가로등,1259468,1214233,1088690,1022174,923014,0,0,0,0,0,0,0
2024,인천광역시,부평구,심 야,1270973,1265431,1006845,741624,427103,0,0,0,0,0,0,0
2024,인천광역시,부평구,합 계,221504011,207097983,189689961,177437887,169309404,0,0,0,0,0,0,0
2024,인천광역시,계양구,주택용,37406236,36350896,32625025,32165559,30041880,0,0,0,0,0,0,0
2024,인천광역시,계양구,일반용,45179489,42085285,35886086,32543127,30743749,0,0,0,0,0,0,0
2024,인천광역시,계양구,교육용,3282103,2491077,2904809,1818270,1670275,0,0,0,0,0,0,0
2024,인천광역시,계양구,산업용,35585205,33322334,32837283,31329235,30579825,0,0,0,0,0,0,0
2024,인천광역시,계양구,농사용,873273,866971,694420,609505,557664,0,0,0,0,0,0,0
2024,인천광역시,계양구,가로등,1099135,1083808,955349,901418,810722,0,0,0,0,0,0,0
2024,인천광역시,계양구,심 야,1112013,1092340,855845,611149,334002,0,0,0,0,0,0,0
2024,인천광역시,계양구,합 계,124537454,117292711,106758817,99978263,94738117,0,0,0,0,0,0,0
2024,인천광역시,연수구,주택용,64684716,62285270,57440451,56688207,53976992,0,0,0,0,0,0,0
2024,인천광역시,연수구,일반용,86859862,79010871,72561854,66362762,67056808,0,0,0,0,0,0,0
2024,인천광역시,연수구,교육용,10715159,8797655,9686648,7403641,7765496,0,0,0,0,0,0,0
2024,인천광역시,연수구,산업용,123070043,111770716,115140446,107669368,114824470,0,0,0,0,0,0,0
2024,인천광역시,연수구,농사용,96303,93706,83184,66581,63649,0,0,0,0,0,0,0
2024,인천광역시,연수구,가로등,2264535,2226804,1971713,1924969,1710966,0,0,0,0,0,0,0
2024,인천광역시,연수구,심 야,702024,630702,538319,246363,174728,0,0,0,0,0,0,0
2024,인천광역시,연수구,합 계,288392642,264815724,257422615,240361891,245573109,0,0,0,0,0,0,0
2024,인천광역시,강화군,주택용,9340165,8969733,7803722,7138645,6434519,0,0,0,0,0,0,0
2024,인천광역시,강화군,일반용,24043788,23074214,19095592,16080126,13874737,0,0,0,0,0,0,0
2024,인천광역시,강화군,교육용,1807326,1410476,1527944,979543,815215,0,0,0,0,0,0,0
2024,인천광역시,강화군,산업용,10423722,10566834,9146108,9455930,8675665,0,0,0,0,0,0,0
2024,인천광역시,강화군,농사용,7367130,7231025,6832086,6760416,7325310,0,0,0,0,0,0,0
2024,인천광역시,강화군,가로등,976783,905538,855937,773114,706343,0,0,0,0,0,0,0
2024,인천광역시,강화군,심 야,12475851,12366308,9814099,7082770,3751583,0,0,0,0,0,0,0
2024,인천광역시,강화군,합 계,66434765,64524128,55075488,48270544,41583372,0,0,0,0,0,0,0
2024,인천광역시,옹진군,주택용,2755453,2552883,2267863,2208065,2072010,0,0,0,0,0,0,0
2024,인천광역시,옹진군,일반용,13624977,13127057,10923266,9906986,8592679,0,0,0,0,0,0,0
2024,인천광역시,옹진군,교육용,359630,202747,200204,211634,119091,0,0,0,0,0,0,0
2024,인천광역시,옹진군,산업용,4806885,5989423,6939498,4857945,7346787,0,0,0,0,0,0,0
2024,인천광역시,옹진군,농사용,1117474,1049024,1212570,1392652,1193452,0,0,0,0,0,0,0
2024,인천광역시,옹진군,가로등,184195,170980,154232,139969,127245,0,0,0,0,0,0,0
2024,인천광역시,옹진군,심 야,2958148,2749580,2150594,1500308,956409,0,0,0,0,0,0,0
2024,인천광역시,옹진군,합 계,25806762,25841694,23848227,20217559,20407673,0,0,0,0,0,0,0
2024,광주광역시,동구,주택용,16571923,16001031,15061472,14643098,13923195,0,0,0,0,0,0,0
2024,광주광역시,동구,일반용,34833743,33093467,29488461,27233625,26054280,0,0,0,0,0,0,0
2024,광주광역시,동구,교육용,3903959,3421028,3179713,3229354,2523093,0,0,0,0,0,0,0
2024,광주광역시,동구,산업용,3203382,3064066,2966342,2721114,2754881,0,0,0,0,0,0,0
2024,광주광역시,동구,농사용,161928,159240,145970,145947,130810,0,0,0,0,0,0,0
2024,광주광역시,동구,가로등,805728,774556,729739,735791,700397,0,0,0,0,0,0,0
2024,광주광역시,동구,심 야,1056207,1046969,861403,612229,367414,0,0,0,0,0,0,0
2024,광주광역시,동구,합 계,60536870,57560357,52433100,49321158,46454070,0,0,0,0,0,0,0
2024,광주광역시,서구,주택용,39907055,39930729,36273914,36457157,33587220,0,0,0,0,0,0,0
2024,광주광역시,서구,일반용,73095906,71801096,63037976,60639842,56655819,0,0,0,0,0,0,0
2024,광주광역시,서구,교육용,2765743,1849291,2058289,2045996,1358756,0,0,0,0,0,0,0
2024,광주광역시,서구,산업용,27121652,23806302,24724814,24327809,24269451,0,0,0,0,0,0,0
2024,광주광역시,서구,농사용,484742,520062,430508,400958,281405,0,0,0,0,0,0,0
2024,광주광역시,서구,가로등,1190388,974372,999342,965690,861432,0,0,0,0,0,0,0
2024,광주광역시,서구,심 야,1672649,1709931,1473872,1309329,877649,0,0,0,0,0,0,0
2024,광주광역시,서구,합 계,146238135,140591783,128998715,126146781,117891732,0,0,0,0,0,0,0
2024,광주광역시,북구,주택용,58485009,57662387,52923860,52569725,49410295,0,0,0,0,0,0,0
2024,광주광역시,북구,일반용,71452677,69295326,61224653,57859097,54197317,0,0,0,0,0,0,0
2024,광주광역시,북구,교육용,15531174,12624681,12992329,11434132,10596376,0,0,0,0,0,0,0
2024,광주광역시,북구,산업용,60358196,57831346,57793886,58000174,59022920,0,0,0,0,0,0,0
2024,광주광역시,북구,농사용,1879411,1665384,1342473,964507,1035533,0,0,0,0,0,0,0
2024,광주광역시,북구,가로등,1713281,1605304,1439663,1357837,1237813,0,0,0,0,0,0,0
2024,광주광역시,북구,심 야,2906964,2811131,2508817,1689842,957058,0,0,0,0,0,0,0
2024,광주광역시,북구,합 계,212326712,203495559,190225681,183875314,176457312,0,0,0,0,0,0,0
2024,광주광역시,광산구,주택용,54889021,54923479,49641066,50317293,46562360,0,0,0,0,0,0,0
2024,광주광역시,광산구,일반용,78337455,77023055,68592082,66014320,62361500,0,0,0,0,0,0,0
2024,광주광역시,광산구,교육용,6663478,4728487,5078391,5104482,3465965,0,0,0,0,0,0,0
2024,광주광역시,광산구,산업용,174894074,163263813,163258252,168926494,159218459,0,0,0,0,0,0,0
2024,광주광역시,광산구,농사용,6317935,5998312,5093114,3903730,2966059,0,0,0,0,0,0,0
2024,광주광역시,광산구,가로등,2370310,2242649,2052538,1968093,1775175,0,0,0,0,0,0,0
2024,광주광역시,광산구,심 야,2157966,2159326,1815623,1439625,600910,0,0,0,0,0,0,0
2024,광주광역시,광산구,합 계,325630239,310339121,295531066,297674037,276950428,0,0,0,0,0,0,0
2024,광주광역시,남구,주택용,29194654,29046318,26059135,26246976,24233489,0,0,0,0,0,0,0
2024,광주광역시,남구,일반용,30742321,29031030,25719833,23834689,22413095,0,0,0,0,0,0,0
2024,광주광역시,남구,교육용,4104205,2920571,3200637,2924833,2062144,0,0,0,0,0,0,0
2024,광주광역시,남구,산업용,4479646,4315717,3956208,3751026,3873570,0,0,0,0,0,0,0
2024,광주광역시,남구,농사용,998941,973006,861397,613727,567151,0,0,0,0,0,0,0
2024,광주광역시,남구,가로등,1062475,995278,935751,911307,835801,0,0,0,0,0,0,0
2024,광주광역시,남구,심 야,1716656,1642105,1359665,725977,360487,0,0,0,0,0,0,0
2024,광주광역시,남구,합 계,72298898,68924025,62092626,59008535,54345737,0,0,0,0,0,0,0
2024,대전광역시,동구,주택용,29613439,29559793,26649569,26994845,24485610,0,0,0,0,0,0,0
2024,대전광역시,동구,일반용,41226338,39877289,33759261,31364460,28670909,0,0,0,0,0,0,0
2024,대전광역시,동구,교육용,6115851,5180182,4891376,4687557,3228755,0,0,0,0,0,0,0
2024,대전광역시,동구,산업용,7800083,7456691,6686851,6509766,5985174,0,0,0,0,0,0,0
2024,대전광역시,동구,농사용,470281,547850,488254,422526,362833,0,0,0,0,0,0,0
2024,대전광역시,동구,가로등,923164,889681,816328,822141,759410,0,0,0,0,0,0,0
2024,대전광역시,동구,심 야,5234257,5278952,4173285,2990275,1350654,0,0,0,0,0,0,0
2024,대전광역시,동구,합 계,91383413,88790438,77464924,73791570,64843345,0,0,0,0,0,0,0
2024,대전광역시,중구,주택용,30222828,29844411,26823404,26586604,24359963,0,0,0,0,0,0,0
2024,대전광역시,중구,일반용,48573274,47568176,41012806,38591865,35591345,0,0,0,0,0,0,0
2024,대전광역시,중구,교육용,3908068,3395723,2787226,2965612,1844133,0,0,0,0,0,0,0
2024,대전광역시,중구,산업용,3087099,2946288,2683731,2830107,2573868,0,0,0,0,0,0,0
2024,대전광역시,중구,농사용,234281,223596,219128,208910,191691,0,0,0,0,0,0,0
2024,대전광역시,중구,가로등,915538,868199,789621,779501,718410,0,0,0,0,0,0,0
2024,대전광역시,중구,심 야,4208202,4208842,3292980,2277856,1099516,0,0,0,0,0,0,0
2024,대전광역시,중구,합 계,91149290,89055235,77608896,74240455,66378926,0,0,0,0,0,0,0
2024,대전광역시,서구,주택용,60562759,60595051,54434006,54638210,49903894,0,0,0,0,0,0,0
2024,대전광역시,서구,일반용,102495509,99670877,86369071,81019672,75947731,0,0,0,0,0,0,0
2024,대전광역시,서구,교육용,7539131,6658898,5913418,5845301,4012722,0,0,0,0,0,0,0
2024,대전광역시,서구,산업용,4776807,4639023,4208431,4115246,3830591,0,0,0,0,0,0,0
2024,대전광역시,서구,농사용,704757,676964,589534,465130,435903,0,0,0,0,0,0,0
2024,대전광역시,서구,가로등,1550184,1496731,1385850,1370951,1272040,0,0,0,0,0,0,0
2024,대전광역시,서구,심 야,4565953,4550386,3573266,2692964,1616893,0,0,0,0,0,0,0
2024,대전광역시,서구,합 계,182195100,178287930,156473576,150147474,137019774,0,0,0,0,0,0,0
2024,대전광역시,대덕구,주택용,22290374,22508556,20132748,20083942,18220990,0,0,0,0,0,0,0
2024,대전광역시,대덕구,일반용,39027467,38787554,32361715,30380644,27798950,0,0,0,0,0,0,0
2024,대전광역시,대덕구,교육용,3322217,2947761,2391161,2345109,1483838,0,0,0,0,0,0,0
2024,대전광역시,대덕구,산업용,160939810,149252997,155876425,156101425,157691017,0,0,0,0,0,0,0
2024,대전광역시,대덕구,농사용,397050,394167,356620,380304,418398,0,0,0,0,0,0,0
2024,대전광역시,대덕구,가로등,994187,961050,869346,831962,753012,0,0,0,0,0,0,0
2024,대전광역시,대덕구,심 야,2236939,2368916,1881939,1555511,661510,0,0,0,0,0,0,0
2024,대전광역시,대덕구,합 계,229208044,217221001,213869954,211678897,207027715,0,0,0,0,0,0,0
2024,대전광역시,유성구,주택용,50599032,50595769,45381236,45775203,42427932,0,0,0,0,0,0,0
2024,대전광역시,유성구,일반용,140326745,131421204,125015295,117791704,117059424,0,0,0,0,0,0,0
2024,대전광역시,유성구,교육용,25283273,21932352,21697062,19060214,18968100,0,0,0,0,0,0,0
2024,대전광역시,유성구,산업용,84265408,76828076,72982661,66495300,67482339,0,0,0,0,0,0,0
2024,대전광역시,유성구,농사용,2010874,1989418,1632186,1207356,1097057,0,0,0,0,0,0,0
2024,대전광역시,유성구,가로등,2362592,2260975,2047400,1984593,1783869,0,0,0,0,0,0,0
2024,대전광역시,유성구,심 야,3410065,3123529,2518123,2105668,1987761,0,0,0,0,0,0,0
2024,대전광역시,유성구,합 계,308257989,288151323,271273963,254420038,250806482,0,0,0,0,0,0,0
